it_global,loss
782,0.1838260442018509
783,0.1833398938179016
784,0.18286295235157013
785,0.18239443004131317
786,0.18193447589874268
787,0.18148159980773926
788,0.18103352189064026
789,0.18058937788009644
790,0.1801479309797287
791,0.17970815300941467
792,0.1792687177658081
793,0.17882829904556274
794,0.17838707566261292
795,0.1779446303844452
796,0.17750069499015808
797,0.17705443501472473
798,0.1766057014465332
799,0.1761535406112671
800,0.1756971776485443
801,0.17523571848869324
802,0.174768328666687
803,0.17429476976394653
804,0.17381402850151062
805,0.17332571744918823
806,0.17282971739768982
807,0.17232593894004822
808,0.17181450128555298
809,0.17129477858543396
810,0.18560002744197845
811,0.18513447046279907
812,0.18467853963375092
813,0.1842339187860489
814,0.18379855155944824
815,0.1833726316690445
816,0.18295598030090332
817,0.18254704773426056
818,0.1821453869342804
819,0.18174958229064941
820,0.18135830760002136
821,0.18096956610679626
822,0.18058252334594727
823,0.18019524216651917
824,0.1798064112663269
825,0.1794145107269287
826,0.17901791632175446
827,0.17861533164978027
828,0.17820587754249573
829,0.17778897285461426
830,0.17736470699310303
831,0.1769338995218277
832,0.1764974594116211
833,0.17605546116828918
834,0.17560841143131256
835,0.17515645921230316
836,0.17469994723796844
837,0.17423798143863678
838,0.17377057671546936
839,0.17329725623130798
840,0.18539853394031525
841,0.18485596776008606
842,0.18432308733463287
843,0.18380168080329895
844,0.1832890659570694
845,0.1827847957611084
846,0.18228870630264282
847,0.18180151283740997
848,0.18132266402244568
849,0.18085035681724548
850,0.18038310110569
851,0.1799209862947464
852,0.1794627606868744
853,0.17900709807872772
854,0.17855320870876312
855,0.17810049653053284
856,0.1776474416255951
857,0.17719264328479767
858,0.1767347753047943
859,0.1762728989124298
860,0.1758061647415161
861,0.17533326148986816
862,0.1748538315296173
863,0.1743682324886322
864,0.17387592792510986
865,0.1733764410018921
866,0.17287057638168335
867,0.17235839366912842
868,0.17184025049209595
869,0.1713165044784546
870,0.18685346841812134
871,0.18634040653705597
872,0.18583670258522034
873,0.1853410303592682
874,0.184851735830307
